gender,birth_year,c_educ,c_income,c_health,c_hukou,c_sc,p_sc,f_educ
2,1987,3,45000,3,1,4,3,1
2,1984,11,30000,4,1,7,5,3
1,1995,7,9999997,4,1,5,5,6
1,1982,4,12000,4,1,5,4,1
2,1986,6,60000,4,1,4,5,1
2,1996,10,0,3,2,5,5,4
1,1994,6,30000,4,1,5,4,3
2,1993,7,0,5,1,1,1,4
1,1981,4,8000,5,1,5,4,3
2,1992,3,30000,2,1,3,3,1
1,1991,5,42000,5,1,5,98,4
2,1987,3,0,4,1,2,1,1
2,1984,3,0,5,1,5,2,3
1,1980,4,20000,5,1,5,5,3
1,1989,10,40000,4,1,4,4,4
1,1981,4,10000,5,1,4,2,4
2,1982,4,0,4,1,4,2,3
2,1991,13,300000,3,5,7,6,12
2,1996,12,9999997,4,5,3,3,4
2,1989,12,30000,5,5,6,6,4
1,1990,12,300000,2,5,6,5,12
2,1982,4,60000,4,3,3,3,11
1,1985,12,42000,5,5,1,1,4
1,1980,6,45000,4,5,3,3,6
1,1996,6,36000,5,2,2,2,6
1,1993,4,41000,5,1,98,1,3
2,1989,12,150000,5,5,6,5,11
1,1999,6,9999997,4,5,4,4,5
1,1993,4,40000,4,5,2,2,4
1,1988,12,45000,4,2,6,4,4
1,1991,6,50000,4,5,2,3,4
1,1999,6,9999997,4,5,3,2,4
1,1999,6,9999997,4,5,5,4,12
1,1991,12,9999997,4,5,2,3,4
1,1994,12,9999997,5,5,5,5,6
2,1993,12,30000,4,5,5,4,4
1,1988,12,50000,5,1,8,4,4
1,1989,6,80000,5,3,5,4,4
1,1990,11,80000,3,5,5,5,6
2,1980,3,36000,5,5,4,1,1
2,1992,12,35000,5,4,6,6,4
2,1999,6,9999997,4,5,1,4,3
1,1993,12,30000,5,4,6,5,10
1,1980,11,60000,4,5,5,5,7
2,1988,12,80000,4,5,7,5,6
2,1983,4,35000,2,1,2,3,1
1,1996,10,9999997,4,5,5,5,5
2,1993,4,30000,4,1,4,3,1
2,1993,12,30000,5,5,6,5,6
1,1989,12,50000,4,5,4,2,6
2,1996,10,9999997,4,5,5,4,4
1,1999,6,9999997,5,5,5,5,4
2,1989,12,40000,4,5,4,4,6
1,1994,6,100000,4,4,5,2,99
2,1987,12,9999999,4,5,6,5,6
2,1993,12,0,4,5,5,5,4
1,1995,10,80000,4,5,5,3,6
2,1980,11,80000,3,5,3,3,4
2,1992,10,9999999,4,5,5,5,4
2,1985,6,30000,4,1,3,3,1
1,1993,10,9999997,4,5,5,3,4
2,1992,10,40000,4,5,6,5,4
1,1983,12,150000,5,3,7,6,10
2,1993,12,50000,4,5,3,3,4
1,1985,12,90000,4,5,6,2,6
2,1987,12,70000,5,5,5,3,7
1,1984,12,100000,5,5,5,1,4
1,1987,12,100000,4,5,5,3,4
2,1989,6,0,2,5,6,5,4
2,1991,13,9999997,4,1,4,3,3
1,1990,12,200000,2,5,6,5,4
1,1997,12,9999997,4,5,5,6,5
1,1998,12,9999997,5,5,3,3,4
2,1998,12,9999997,5,1,3,3,4
1,1994,10,30000,4,5,3,3,4
2,1997,12,0,4,5,5,5,7
2,1983,4,20000,5,1,3,2,4
2,1990,10,25000,4,5,3,2,3
1,1997,12,9999997,5,5,5,5,10
1,1996,12,9999997,5,5,4,3,4
2,1995,12,9999997,4,5,5,3,7
1,1990,3,42000,4,1,5,5,4
2,1998,12,0,4,5,6,5,6
1,1999,4,20000,5,1,3,3,3
1,1990,13,30000,4,5,3,2,3
2,1982,4,24000,4,1,3,1,1
1,1990,11,20000,5,1,5,4,4
1,1986,9,30000,4,5,2,8,10
1,1993,12,70000,3,5,5,3,10
2,1993,1,9999998,3,5,5,8,4
2,1981,10,9999997,5,4,5,4,4
1,1980,12,70000,4,5,6,4,9
2,1987,6,9999997,5,1,3,10,4
2,1989,13,60000,4,5,6,3,6
2,1997,10,9999997,5,1,4,4,4
2,1995,9,30000,5,5,5,4,6
2,1989,6,20000,5,1,2,1,3
2,1981,12,78000,4,1,6,4,4
1,1989,12,90000,3,1,6,7,10
1,1982,12,150000,5,2,5,7,11
2,1995,12,9999997,5,5,4,4,6
2,1986,12,45000,5,5,4,2,7
1,1980,4,50000,5,1,3,1,4
2,1990,10,30000,4,5,5,3,9
1,1993,4,30000,5,1,2,5,4
1,1987,4,4000,4,1,3,1,3
1,1980,4,30000,3,1,5,2,3
1,1986,7,30000,2,1,2,1,3
1,1987,4,25000,4,1,6,1,4
2,1996,10,9999997,5,1,4,5,4
1,1991,5,9999998,3,5,5,5,3
1,1984,9,50000,4,2,8,5,4
1,1993,4,60000,5,1,5,3,4
2,1984,6,20000,3,5,6,5,6
2,1989,6,9999997,4,3,3,2,4
1,1991,12,80000,4,1,6,3,4
1,1992,7,150000,5,5,7,6,14
2,1986,4,25000,4,3,5,1,98
1,1986,4,20000,5,1,1,1,4
1,1991,12,250000,5,2,7,5,7
2,1981,4,50000,3,1,1,1,3
2,1989,6,9999997,3,2,1,6,4
2,1997,12,9999997,4,5,4,3,3
2,1988,5,35000,4,5,4,2,3
2,1993,4,36000,3,1,4,3,98
1,1992,12,50000,4,1,5,3,4
2,1984,4,15000,4,5,4,1,3
2,1991,10,24000,5,1,2,1,4
1,1992,10,25000,4,1,4,4,3
1,1991,12,9999998,3,5,5,1,4
1,1990,4,36000,4,1,5,2,3
2,1992,12,60000,4,1,6,2,3
1,1994,4,50000,5,5,4,1,4
2,1981,4,30000,5,1,5,3,4
2,1992,6,30000,4,1,4,3,3
1,1995,12,9999997,4,5,4,4,3
2,1993,12,20000,5,5,4,4,6
2,1989,4,9999997,4,1,3,1,4
1,1993,12,9999997,5,5,4,3,4
2,1993,12,50000,4,5,5,4,4
2,1981,12,30000,5,5,5,3,4
2,1982,6,30000,3,5,4,8,5
1,1986,4,80000,4,1,5,2,3
1,1986,4,50000,4,1,2,2,3
2,1982,4,9999997,4,5,3,2,3
2,1994,4,12000,3,5,3,3,4
1,1997,10,9999997,5,5,1,1,12
2,1989,9,20000,5,1,2,2,3
1,1983,6,10000,5,1,1,1,1
2,1989,4,50400,2,1,4,3,6
1,1984,4,36000,5,1,3,2,4
2,1981,4,0,4,5,1,1,3
1,1990,12,50000,5,5,6,4,4
1,1993,12,50000,5,5,7,5,6
1,1988,6,50000,3,2,3,2,98
1,1994,12,100000,4,5,4,3,12
1,1992,12,36000,5,5,4,4,12
2,1981,10,0,5,5,5,3,4
1,1982,4,12000,5,1,1,1,6
2,1989,13,0,5,1,3,3,4
1,1985,4,40000,4,1,4,3,1
2,1982,7,40000,4,5,5,4,3
1,1986,4,100000,5,1,3,1,3
1,1996,9,50000,3,5,4,3,6
2,1990,11,80000,4,5,5,4,11
1,1988,11,50000,4,5,5,4,11
1,1987,13,70000,5,5,5,4,6
1,1989,12,50000,5,3,6,6,6
1,1986,11,70000,4,5,5,4,4
2,1984,4,30000,4,3,5,5,3
2,1995,7,40000,5,5,6,4,4
1,1981,13,700000,5,5,6,5,12
2,1981,4,40000,4,1,5,4,1
2,1990,11,80000,4,5,5,4,11
1,1983,13,40000,3,1,3,5,6
2,1990,12,40000,4,5,6,4,6
1,1991,10,108000,3,1,4,3,3
1,1980,4,70000,5,1,6,6,3
1,1994,10,20000,5,1,1,1,98
2,1983,12,20000,4,5,4,3,6
2,1990,12,30000,4,5,5,4,3
2,1980,6,20000,4,5,4,2,3
2,1990,12,40000,5,5,5,4,6
1,1986,10,60000,5,5,6,5,3
2,1987,12,50000,5,5,5,5,6
1,1994,6,40000,4,5,3,2,5
2,1986,10,20000,4,5,5,4,3
2,1989,12,20000,4,5,4,3,6
2,1989,6,0,4,5,6,5,4
2,1998,12,0,5,5,4,5,10
2,1989,12,50000,5,1,5,3,1
1,1985,12,200000,3,5,6,4,4
2,1990,12,36000,4,5,4,3,6
2,1987,9,20000,4,5,5,4,6
2,1982,11,30000,4,5,5,3,3
2,1985,12,30000,4,5,5,4,4
2,1993,12,20000,5,5,4,5,6
2,1982,10,25000,4,5,4,3,6
2,1985,9,30000,4,5,4,2,4
1,1991,13,0,5,4,5,2,6
2,1987,4,20000,4,5,4,3,6
2,1986,12,0,3,5,4,3,6
2,1985,10,24000,4,5,4,3,4
2,1989,7,36000,5,1,3,3,1
1,1983,12,25000,5,5,1,1,10
2,1984,4,0,5,1,5,3,1
2,1990,6,30000,5,5,4,4,4
2,1984,6,30000,5,5,3,3,4
2,1986,6,30000,5,1,5,5,1
2,1997,12,0,5,1,4,3,4
1,1981,8,20000,4,5,3,3,3
2,1982,3,12000,3,2,2,2,3
1,1984,4,4000,3,1,3,3,6
2,1991,4,9999997,5,3,5,6,3
1,1991,10,20000,5,2,5,5,6
1,1998,11,9999997,5,4,6,4,6
1,1981,3,15000,5,1,3,3,1
2,1988,10,0,3,5,1,7,6
1,1990,12,36000,4,3,1,1,9
2,1994,10,48000,4,1,1,1,3
1,1986,4,60000,4,1,5,4,4
1,1992,4,0,4,1,5,1,4
2,1980,3,9999997,3,1,4,1,1
1,1982,6,30000,5,2,5,4,4
2,1983,4,40000,5,1,5,3,1
1,1995,12,9999997,5,2,5,5,12
1,1999,6,9999997,5,1,2,3,4
1,1981,4,9999999,4,1,3,2,1
1,1981,4,18000,4,2,6,2,3
1,1981,7,40000,3,1,2,1,3
1,1985,3,10000,5,1,1,2,6
2,1988,3,0,4,1,3,2,3
2,1985,4,5500,2,1,5,4,3
1,1983,4,10000,5,1,1,1,3
2,1980,3,55000,4,1,5,2,1
1,1989,4,20000,5,1,5,2,3
2,1990,6,0,5,1,8,5,4
1,1995,10,1000,4,1,7,7,3
1,1985,3,10000,3,1,1,1,3
2,1983,4,0,1,1,1,5,3
1,1992,4,30000,4,1,4,5,3
2,1987,3,20000,4,1,3,1,3
1,1986,4,500,2,1,2,1,3
2,1986,3,10000,3,1,2,1,4
1,1991,4,4000,5,1,6,6,3
2,1981,6,8000,4,1,5,5,4
2,1986,3,10000,4,1,4,3,1
2,1991,4,45000,3,1,3,1,2
1,1987,4,40000,4,1,5,5,3
1,1982,7,70000,4,5,5,10,6
2,1989,4,75000,5,5,5,10,3
1,1980,4,35000,4,1,3,4,4
2,1986,3,10000,2,1,1,1,3
1,1981,3,0,2,1,1,1,4
1,1989,4,30000,5,1,5,5,1
2,1984,3,20000,4,1,4,3,3
1,1986,4,70000,4,1,5,3,1
1,1988,4,1000,4,1,2,1,12
1,1982,12,80000,4,5,7,5,6
1,1992,12,83400,5,5,3,3,6
2,1994,12,2000,5,5,5,4,6
2,1988,12,60000,5,5,6,4,5
2,1981,12,9999999,4,5,6,6,4
1,1981,6,90000,4,5,5,3,3
2,1980,11,90000,4,5,8,6,4
1,1985,7,25000,4,5,3,3,4
1,1980,12,30000,4,5,5,4,6
1,1986,10,9999999,4,5,4,3,3
1,1990,12,40000,4,5,5,5,4
1,1987,6,9999999,4,1,4,4,1
2,1993,13,0,5,5,6,5,4
1,1981,11,24000,5,5,3,2,10
2,1996,12,9999997,5,5,3,2,4
1,1996,12,0,5,5,4,4,4
1,1980,4,60000,3,1,6,5,4
1,1985,11,30000,4,5,4,4,6
1,1983,6,500000,5,2,2,2,4
2,1986,4,100000,4,1,5,1,3
2,1980,12,0,5,7,3,2,6
1,1999,6,2500,5,5,3,10,11
1,1992,10,0,2,1,3,3,4
1,1999,4,40000,5,2,2,2,4
2,1987,4,24000,5,1,2,1,1
2,1985,4,0,4,2,5,6,4
2,1988,4,25000,5,2,4,2,4
1,1981,11,30000,4,3,5,5,4
1,1980,3,50000,3,1,4,3,1
1,1983,9,30000,3,3,4,5,98
2,1998,6,0,4,1,3,5,4
1,1987,4,40000,4,1,5,5,4
1,1994,4,20000,5,1,4,4,4
2,1989,4,30000,5,1,1,1,1
1,1988,4,10000,4,1,3,1,4
1,1994,1,840,1,1,2,1,1
1,1988,4,10000,4,1,1,1,3
1,1986,4,20000,3,1,2,2,3
1,1984,4,40000,5,2,5,3,3
1,1985,4,20000,4,2,4,3,3
2,1987,3,0,4,1,3,3,3
1,1991,4,20000,3,1,5,5,3
2,1991,4,30000,3,1,4,5,4
2,1984,4,0,2,1,2,2,3
1,1982,3,50000,5,1,6,4,1
2,1984,4,20000,5,1,5,10,4
1,1980,3,40000,4,1,1,1,1
2,1991,4,0,5,1,3,1,3
2,1994,4,10000,4,1,4,5,4
1,1997,4,15000,4,1,5,4,1
2,1996,3,10000,4,1,5,5,3
1,1982,4,30000,3,1,5,5,3
2,1981,4,20000,4,1,5,5,98
1,1996,4,50000,4,1,4,1,98
1,1999,6,0,5,1,98,6,4
1,1987,4,0,4,1,9,4,4
2,1986,1,5000,3,1,4,3,3
2,1982,3,20000,4,1,5,2,1
1,1987,3,0,3,3,2,2,1
2,1995,10,36000,5,1,5,5,4
2,1996,12,0,4,3,2,2,8
2,1981,6,24000,3,3,1,4,3
1,1998,12,0,5,3,4,4,4
2,1986,6,20000,3,3,5,5,6
1,1985,6,10000,4,2,1,1,6
1,1990,8,3000,4,3,3,3,6
2,1995,10,10000,4,3,3,3,4
2,1985,4,30000,4,1,3,3,3
1,1982,4,10000,5,1,1,5,4
1,1986,5,30000,4,3,3,3,4
2,1982,3,10000,3,2,1,1,1
2,1994,7,30000,4,4,3,2,6
2,1986,10,10000,4,3,5,5,4
2,1983,4,15000,3,1,4,2,4
1,1986,4,20000,4,1,1,1,6
2,1983,4,10000,3,1,3,2,3
2,1982,4,10000,4,1,5,5,98
2,1990,4,20000,4,1,2,1,3
1,1999,6,9999997,3,1,4,5,6
1,1984,4,20000,4,1,3,4,3
1,1981,4,20000,4,1,1,1,4
1,1988,4,30000,4,1,98,98,4
2,1987,3,10000,5,1,4,1,4
2,1983,4,30000,5,1,2,1,1
1,1981,11,36000,5,2,6,5,6
1,1987,5,20000,5,3,4,7,14
1,1988,4,40000,5,1,5,5,4
2,1983,11,49000,5,3,5,5,9
1,1990,12,60000,5,1,4,3,6
2,1982,7,10000,4,1,3,3,6
1,1980,4,40000,3,3,5,3,98
2,1986,4,50000,4,1,4,2,6
2,1989,11,90000,5,1,5,5,6
2,1981,4,5000,3,1,5,5,4
1,1986,1,0,4,3,4,4,4
1,1997,7,70000,5,1,5,7,4
2,1982,4,20000,3,1,2,3,3
1,1992,4,10000,5,1,2,1,4
2,1981,4,17000,4,1,4,7,3
1,1981,4,10000,4,1,4,3,3
1,1982,9,80000,4,5,4,3,6
1,1982,12,450000,4,1,6,5,3
1,1994,6,50000,5,1,3,3,4
2,1990,10,100000,5,5,1,1,3
2,1991,12,96000,4,5,7,5,6
1,1988,10,130000,5,5,5,3,6
1,1987,10,9999999,5,5,5,5,1
2,1984,1,96000,4,5,4,3,1
2,1981,10,240000,5,2,4,1,1
2,1982,12,50000,3,5,6,5,6
1,1986,12,2000000,4,5,6,3,4
1,1988,12,9999999,5,5,4,4,9
2,1990,13,200000,5,5,6,5,12
2,1982,6,50000,4,5,5,5,1
2,1983,10,300000,4,3,4,3,6
2,1988,1,1000000,4,6,6,6,12
2,1985,4,50000,4,5,5,5,3
1,1989,10,150000,4,5,6,6,4
2,1985,12,80000,4,5,5,5,6
2,1984,10,100000,4,5,4,3,7
1,1980,1,100000,4,1,4,4,4
1,1989,9,200000,4,5,6,5,6
2,1980,12,40000,5,5,4,4,4
1,1983,12,300000,5,5,5,4,6
1,1981,8,70000,4,5,6,5,6
2,1997,11,0,4,5,5,5,6
1,1984,6,50000,5,5,6,6,6
2,1981,12,120000,5,5,6,6,6
2,1981,11,9999999,3,5,6,5,9
2,1991,12,80000,5,5,5,5,4
1,1980,12,9999999,4,5,6,6,6
1,1982,8,150000,4,5,5,5,3
1,1986,12,370000,4,3,8,5,12
1,1987,13,1000000,4,5,7,5,10
1,1996,12,0,3,5,98,7,11
1,1986,12,100000,2,5,2,1,4
2,1984,12,100000,4,5,4,3,7
1,1985,12,100000,4,5,3,3,10
1,1993,12,20000,4,5,6,5,6
1,1989,12,300000,4,5,5,5,6
1,1997,12,500,4,5,7,7,11
2,1984,12,100000,4,5,7,7,7
2,1982,4,40000,5,1,5,5,6
1,1985,13,120000,3,5,5,5,8
2,1989,12,120000,4,5,5,5,12
2,1983,12,50000,3,5,4,4,5
1,1980,7,120000,4,5,5,5,4
2,1997,12,9999997,5,5,5,5,98
1,1996,12,3000,4,2,3,4,4
2,1990,12,200000,5,5,7,5,6
1,1994,12,60000,5,4,5,5,4
2,1980,10,80000,5,3,5,4,7
2,1984,6,80000,5,3,5,5,7
1,1997,12,100,4,5,1,4,11
2,1991,12,80000,5,5,5,5,6
2,1995,10,15000,5,1,5,3,4
1,1988,3,3600,3,3,1,1,4
1,1987,11,100000,5,5,4,2,10
2,1988,12,130000,5,5,7,6,7
2,1992,12,200000,5,5,7,5,6
2,1981,11,84000,5,5,4,4,4
2,1987,10,40000,4,5,3,3,6
2,1987,10,100000,5,1,4,2,6
1,1982,12,300000,5,5,6,4,4
2,1987,12,48000,5,5,5,5,4
1,1986,10,90000,5,5,4,3,6
2,1991,10,400000,4,1,7,7,4
1,1982,13,250000,5,5,5,4,6
2,1995,4,18000,5,3,5,2,6
1,1996,12,1000,4,1,3,3,4
2,1981,10,70000,4,5,8,8,12
2,1998,12,9999997,3,5,5,5,12
1,1988,12,200000,3,5,6,8,10
1,1988,12,300000,3,1,7,5,4
2,1995,10,25000,4,1,5,5,3
1,1996,12,3500,3,1,4,5,3
1,1983,4,30000,5,5,6,2,4
1,1989,12,120000,5,5,5,5,6
1,1983,9,9999998,5,5,6,7,13
1,1984,12,9999999,5,5,5,5,6
2,1988,9,100000,4,5,5,5,4
2,1984,12,50000,5,5,6,6,6
2,1980,12,60000,4,5,3,3,6
2,1980,6,50000,4,5,5,2,4
1,1989,13,350000,4,5,5,3,10
2,1992,13,84000,4,3,98,6,9
2,1991,12,350000,4,5,8,7,12
2,1983,10,72000,2,1,5,2,3
2,1982,5,500000,5,5,6,6,6
1,1982,12,60000,5,5,5,3,4
2,1988,12,9999999,5,5,1,1,98
2,1987,10,0,5,5,5,4,6
1,1983,6,90000,3,1,6,3,3
1,1990,12,80000,4,5,5,4,4
1,1986,12,170000,4,5,3,6,12
2,1990,12,50000,3,98,4,5,6
1,1989,11,100000,4,5,7,5,9
1,1990,12,10000,2,5,1,6,4
1,1990,12,100000,2,2,4,4,6
2,1994,10,120000,3,2,4,4,6
1,1985,13,250000,4,5,98,98,7
1,1987,4,40000,3,5,1,1,6
2,1994,12,9999998,4,5,6,6,12
1,1988,12,200000,4,5,5,5,6
2,1981,13,300000,5,1,5,6,3
1,1998,4,0,5,1,4,2,4
1,1990,10,150000,3,1,4,5,3
2,1994,13,0,4,1,2,1,3
1,1987,13,200000,5,3,9,9,12
2,1985,13,200000,4,1,5,3,4
2,1984,7,0,3,2,5,8,6
1,1987,7,120000,4,5,6,5,6
2,1990,12,100000,5,5,6,5,6
2,1989,7,120000,5,1,5,4,4
1,1985,13,200000,4,5,5,4,11
2,1997,10,0,3,2,6,6,8
2,1995,10,60000,4,1,6,5,6
2,1994,12,100000,4,5,3,2,4
1,1983,6,450000,4,1,5,2,3
1,1980,6,50000,4,1,4,3,4
1,1985,1,50000,5,1,3,3,98
1,1993,12,150000,4,5,6,4,6
2,1984,12,60000,5,1,6,5,6
1,1993,12,80000,4,1,6,6,3
2,1992,12,60000,4,1,3,5,3
1,1995,12,10000,2,98,5,5,4
2,1994,10,90000,4,2,4,2,4
2,1986,13,100000,3,1,4,3,3
1,1985,4,120000,5,1,3,2,6
1,1989,10,58000,4,5,5,8,4
2,1988,12,100000,3,5,5,2,4
2,1986,5,0,5,3,5,4,6
1,1983,7,150000,5,1,5,3,4
1,1986,12,200000,5,5,1,1,98
1,1993,12,50000,3,2,6,6,98
2,1981,7,50000,4,1,1,1,3
2,1982,10,120000,5,2,5,5,4
2,1982,12,70000,4,2,6,1,3
1,1991,10,150000,4,1,7,5,4
2,1980,5,60000,4,2,4,2,3
1,1992,12,84000,4,4,4,3,6
2,1991,12,800000,4,4,3,4,6
1,1980,9,200000,4,1,3,3,4
2,1995,10,0,5,4,6,5,4
1,1991,10,150000,4,1,5,5,3
2,1990,10,50000,5,5,6,5,4
1,1986,13,10000,3,5,5,5,4
1,1990,3,30000,5,1,5,4,3
2,1987,12,100000,4,5,2,2,4
2,1982,12,60000,3,5,3,5,6
2,1994,8,9999999,4,5,6,5,4
1,1988,12,300000,4,1,4,2,4
1,1982,10,9999999,4,5,6,6,4
1,1987,10,80000,4,5,3,3,6
1,1983,12,100000,5,5,5,5,7
1,1981,12,200000,5,1,5,2,3
1,1980,10,200000,3,5,1,1,10
2,1987,11,50000,4,5,5,5,6
2,1984,12,200000,3,5,5,5,12
2,1987,10,9999997,5,1,3,3,1
1,1980,4,32400,5,5,5,6,6
1,1983,11,60000,4,5,5,5,7
1,1991,11,130000,4,5,6,5,6
2,1982,4,100000,5,1,5,2,4
2,1989,13,350000,5,3,6,3,10
1,1989,6,50000,5,2,6,6,1
2,1984,12,100000,3,2,5,3,6
2,1985,12,200000,2,5,4,2,7
1,1991,9,80000,4,5,4,3,3
2,1992,5,50000,3,3,2,2,6
2,1982,4,45000,5,1,7,7,3
1,1985,12,400000,4,2,6,3,3
2,1987,4,10000,4,1,5,5,4
2,1986,6,9999998,3,1,3,2,4
2,1990,10,50000,4,1,5,2,4
1,1981,4,50000,3,1,4,1,3
1,1998,7,0,3,1,4,3,4
1,1990,6,72000,4,1,3,6,3
1,1992,12,30000,5,3,6,3,12
2,1990,8,80000,5,1,7,5,1
1,1985,9,80000,4,2,3,3,4
2,1994,8,50000,3,1,4,5,4
2,1987,11,0,5,1,6,2,4
1,1988,6,0,3,1,3,3,4
1,1984,8,60000,4,1,6,6,6
2,1994,10,55000,4,1,5,3,6
2,1985,9,72000,4,1,6,4,3
2,1990,12,40000,4,1,1,1,6
2,1983,12,10000,5,4,5,5,5
1,1987,10,100000,5,1,5,5,4
2,1983,10,40000,5,1,5,5,4
2,1992,10,100000,5,4,10,10,3
2,1981,5,20000,5,4,1,1,4
2,1999,10,0,5,4,5,5,4
1,1983,11,100000,3,4,5,3,6
1,1997,6,0,5,1,6,6,4
1,1986,9,60000,4,1,2,2,4
1,1992,10,55000,3,1,5,3,6
2,1997,10,60000,4,4,5,3,3
1,1984,4,50000,5,1,5,4,3
2,1981,9,50000,5,4,1,1,3
2,1980,11,70000,3,1,4,5,4
2,1995,10,24000,3,2,5,4,6
2,1989,13,150000,4,5,5,5,11
2,1991,6,30000,5,1,5,5,6
2,1980,12,100000,4,5,6,6,4
2,1992,12,90000,5,1,6,6,4
1,1992,10,100000,3,1,8,3,4
2,1986,9,16000,2,1,4,3,6
1,1987,12,120000,4,2,5,5,6
2,1999,10,0,3,3,5,5,10
2,1990,3,40000,4,1,3,1,4
2,1982,11,65000,3,2,6,9,4
1,1981,11,90000,4,2,5,5,6
1,1988,11,100000,4,1,5,3,4
1,1981,12,120000,5,1,7,4,6
1,1988,12,40000,3,1,5,3,4
2,1982,10,120000,3,1,8,6,6
2,1998,6,0,3,4,4,4,5
2,1980,9,40000,4,1,6,5,4
1,1997,12,0,4,3,4,3,4
1,1981,12,800000,4,5,6,3,4
1,1990,10,40000,5,4,6,5,4
2,1986,10,0,3,1,3,1,6
1,1996,10,0,3,4,6,5,10
2,1989,9,50000,4,1,7,6,4
1,1987,10,60000,4,1,2,3,3
1,1981,12,180000,4,5,6,6,4
1,1985,12,150000,4,2,5,7,6
1,1980,4,0,3,1,1,2,3
1,1993,12,40000,4,1,3,3,3
1,1991,10,100000,5,2,4,4,4
1,1984,6,60000,4,1,2,2,3
2,1988,13,100000,4,1,6,5,4
2,1985,4,35000,4,1,4,5,4
2,1989,10,40000,5,1,2,1,3
1,1998,14,0,5,1,5,8,3
1,1989,4,60000,3,1,2,2,6
1,1986,10,50000,5,1,6,3,3
2,1985,4,20000,4,1,3,2,1
1,1992,5,100000,5,1,4,3,4
1,1982,4,40000,5,1,5,4,3
1,1982,10,80000,4,1,4,4,1
2,1984,6,30000,4,2,6,4,4
2,1995,9,0,5,1,3,2,4
2,1987,12,150000,4,1,6,5,6
2,1991,4,50000,5,1,5,4,1
1,1986,4,50000,4,1,6,10,3
2,1987,10,30000,5,1,6,5,4
2,1980,4,30000,5,1,5,3,6
1,1986,6,40000,5,1,2,2,4
