gender,birth_year,c_educ,c_income,c_health,c_hukou,c_sc,p_sc,f_educ
2,1998,4,20000,5,1,4,4,3
1,1981,4,20000,4,1,4,3,4
1,1988,7,20000,4,1,4,3,6
2,1997,12,0,5,3,5,4,6
1,1988,12,50000,4,3,5,4,3
1,1998,12,0,5,3,5,4,4
1,1997,12,0,5,1,5,3,6
1,1992,12,0,3,3,2,5,6
1,1986,9,25000,5,1,5,2,4
2,1993,10,10000,5,1,5,5,4
2,1995,4,0,5,1,5,3,3
2,1980,4,800,3,1,7,3,98
1,1987,4,0,3,1,4,3,4
2,1987,4,0,3,1,4,2,6
2,1985,4,2000,4,1,4,2,1
2,1983,4,7000,5,1,6,6,6
2,1993,4,30000,5,1,5,4,6
1,1985,4,100000,4,1,5,5,6
2,1987,3,0,5,1,3,2,1
1,1990,4,8000,3,1,2,1,6
2,1984,3,2000,4,1,4,1,1
1,1982,6,20000,5,1,5,4,4
2,1987,4,0,5,1,3,2,98
1,1993,6,50000,4,1,4,3,1
1,1994,4,30000,5,1,5,4,4
1,1986,3,40000,5,1,1,1,3
2,1981,4,0,4,1,1,1,3
1,1999,10,0,4,3,2,3,4
1,1993,4,60000,4,3,5,4,4
2,1991,10,20000,5,1,7,4,4
1,1983,12,80000,5,1,5,3,1
2,1983,4,0,5,1,5,4,6
1,1983,12,30000,4,1,3,3,4
1,1985,10,40000,5,1,5,3,3
1,1982,6,100000,4,1,5,4,4
2,1984,4,30000,3,1,6,3,1
1,1982,12,100000,4,3,5,4,6
2,1990,12,25000,5,3,6,6,14
2,1991,10,100000,4,3,7,1,3
2,1984,4,0,4,1,7,5,98
2,1985,4,10000,5,1,3,6,6
1,1983,4,30000,4,1,6,2,4
1,1981,3,60000,5,1,4,2,6
2,1999,6,0,4,1,5,3,4
2,1993,6,15000,5,1,5,4,4
1,1986,6,30000,5,1,3,3,3
1,1997,10,0,5,1,3,3,3
2,1983,3,4000,4,1,5,4,3
2,1998,10,0,5,1,5,6,3
2,1985,11,35000,5,1,6,5,4
2,1988,9,20000,4,3,1,98,4
1,1992,10,84000,5,1,5,3,4
1,1994,12,3000,4,1,1,4,7
1,1991,12,70000,5,1,6,4,12
2,1989,10,30000,5,1,3,3,4
2,1987,4,25000,5,1,4,5,6
2,1981,6,0,2,1,5,3,4
2,1980,9,40000,4,4,6,4,6
2,1981,4,50000,4,1,3,8,3
2,1991,6,40000,4,2,2,1,6
2,1994,6,40000,5,1,5,6,4
2,1995,4,0,4,1,2,2,6
1,1984,4,30000,4,1,4,3,4
2,1989,3,0,5,1,1,1,4
2,1989,4,0,3,1,2,3,4
2,1990,4,0,3,1,5,4,3
2,1982,3,4000,4,1,5,1,10
2,1984,4,3000,5,1,1,1,4
2,1992,4,0,3,1,3,1,6
2,1986,4,0,5,1,2,1,6
1,1988,12,30000,5,3,7,5,10
2,1996,10,0,5,3,4,3,6
2,1997,12,0,5,1,2,2,6
2,1992,12,30000,5,4,5,5,6
1,1992,12,22000,5,5,6,4,10
1,1982,12,50000,5,1,4,3,3
1,1991,13,6000,5,5,5,3,1
2,1998,7,13000,5,1,5,4,4
2,1980,6,0,4,5,6,2,3
2,1982,4,0,5,1,5,5,3
2,1985,4,0,3,1,2,2,6
1,1980,6,10000,4,2,4,3,3
1,1984,3,0,2,1,2,1,1
2,1980,3,2000,3,1,4,2,2
2,1980,4,0,3,1,5,4,3
1,1985,6,15000,4,1,4,3,4
2,1988,4,30000,5,1,3,1,3
2,1982,7,15000,4,1,4,3,3
1,1980,4,30000,5,1,5,4,6
2,1980,10,45000,5,1,5,3,6
2,1991,6,0,5,1,5,2,4
2,1980,4,40000,4,1,5,2,1
2,1982,6,0,5,3,5,4,3
1,1997,12,0,5,1,5,7,4
2,1985,4,11000,4,1,5,4,3
1,1991,4,0,5,1,5,2,3
1,1990,6,60000,4,1,3,1,4
2,1990,4,20000,5,1,4,2,3
2,1993,6,300,5,1,5,2,3
1,1989,4,45000,5,1,5,4,4
1,1995,12,0,5,1,5,3,3
1,1998,6,0,5,1,5,3,4
1,1986,4,40000,5,1,4,4,4
1,1990,10,20000,4,1,3,3,4
2,1980,1,0,4,1,1,5,1
2,1998,10,0,5,1,3,2,4
1,1989,4,20000,5,1,8,3,6
2,1987,6,12000,5,2,5,8,6
1,1986,10,100000,4,3,6,3,3
1,1991,12,20000,5,1,5,4,6
1,1998,6,0,5,1,5,5,4
1,1982,6,12000,5,3,4,4,4
2,1991,4,0,5,1,6,4,3
2,1983,6,20000,5,1,3,2,3
1,1991,6,80000,5,1,5,5,3
1,1982,4,2000,4,1,5,2,1
1,1997,6,0,3,1,2,2,3
2,1980,3,20000,2,1,5,3,3
1,1999,6,0,5,1,5,5,3
2,1989,4,0,4,1,5,5,7
2,1981,4,0,5,1,5,4,4
1,1981,1,1200,4,1,3,3,4
2,1997,6,0,5,1,5,3,3
1,1989,3,30000,2,1,3,1,3
2,1993,4,0,4,1,4,3,3
2,1990,1,0,4,1,6,3,6
1,1980,3,20000,4,1,6,6,1
1,1998,6,0,4,5,4,4,4
1,1987,12,130000,3,2,3,4,11
1,1986,10,20000,5,1,2,2,4
1,1994,7,60000,4,4,4,3,4
1,1985,4,50000,5,1,5,5,4
2,1992,6,30000,4,1,5,3,4
1,1994,12,0,4,1,5,5,7
2,1983,4,35000,3,4,4,5,98
1,1990,11,60000,4,4,5,3,11
1,1995,7,42000,4,1,4,3,4
2,1988,4,50000,4,4,4,4,3
2,1989,3,25000,1,1,5,8,4
1,1987,4,34000,3,1,1,1,3
1,1987,12,35000,4,1,7,3,4
1,1986,4,0,3,4,5,5,3
2,1983,6,24000,4,1,3,3,6
1,1989,7,0,4,1,4,4,3
2,1999,1,9999998,3,1,5,3,3
1,1981,3,100000,3,1,1,1,4
2,1993,12,42000,3,4,6,5,4
2,1994,7,30000,5,1,5,5,1
1,1994,6,60000,3,1,4,3,3
2,1985,4,0,3,1,1,1,1
2,1981,7,0,3,3,3,3,6
2,1980,5,0,3,1,3,4,4
1,1985,12,30000,5,5,4,2,6
1,1985,10,40000,3,5,5,5,6
2,1984,4,50000,5,1,3,2,3
2,1980,4,15000,3,1,1,1,3
2,1985,10,9999999,3,3,5,5,4
2,1985,4,0,3,1,6,4,6
1,1989,4,60000,4,1,5,3,6
2,1981,3,0,3,1,3,2,3
2,1982,4,0,4,1,7,5,3
2,1987,7,20000,5,1,3,1,4
2,1986,6,15000,3,5,4,3,6
2,1980,5,24000,4,2,4,3,1
2,1998,6,0,5,4,3,3,3
1,1993,12,50000,5,1,3,2,3
2,1984,6,0,3,1,5,3,6
2,1990,10,50000,5,4,4,3,4
1,1981,12,50000,5,3,3,3,1
2,1987,4,0,5,1,5,3,3
2,1980,4,5000,5,1,5,3,3
1,1982,4,20000,5,1,5,3,3
2,1994,6,24000,5,2,5,6,4
2,1993,7,0,5,4,4,3,3
1,1993,4,20000,5,1,4,3,4
1,1983,4,15000,4,1,2,1,1
1,1990,4,36000,5,1,4,3,4
2,1987,4,0,4,1,1,2,3
1,1998,6,0,5,1,2,3,4
2,1987,4,18000,5,1,5,5,4
2,1985,4,36000,5,1,5,8,3
1,1995,12,2000,5,5,5,5,5
1,1987,7,24000,5,5,4,2,3
1,1980,9,50000,3,3,5,3,4
1,1982,6,35000,3,2,1,4,7
2,1984,6,26000,4,1,4,4,6
1,1981,4,0,5,2,2,2,4
1,1998,12,0,4,3,4,4,4
2,1987,4,0,4,1,5,9,6
1,1984,4,100000,3,1,7,2,1
1,1991,4,50000,5,1,4,2,3
2,1981,4,20000,3,1,4,3,4
1,1985,4,40000,4,1,3,4,6
1,1980,4,30000,3,4,3,10,3
2,1998,12,300,3,1,5,4,6
2,1987,4,0,5,1,5,3,3
2,1989,10,0,4,1,5,3,6
2,1980,7,30000,4,3,5,5,3
1,1998,10,0,5,1,6,5,3
2,1988,10,28800,4,1,6,7,6
1,1985,4,41000,5,1,4,1,2
1,1985,3,42000,3,1,5,1,3
2,1986,4,21000,3,1,1,1,4
1,1989,8,30000,3,1,5,3,3
2,1981,4,27000,3,1,1,2,1
1,1993,4,30000,3,1,5,5,4
1,1993,4,23000,3,4,1,3,3
1,1989,8,8000,5,1,3,1,98
1,1996,4,50000,4,1,3,1,2
1,1987,3,10000,5,1,1,1,3
2,1987,4,20000,3,1,5,3,6
1,1990,4,10000,4,1,3,1,3
2,1987,4,40000,4,3,8,5,4
1,1994,4,20000,3,1,2,1,3
1,1987,10,80000,5,1,2,1,4
2,1994,12,15000,3,3,1,5,3
2,1993,5,35000,5,1,5,3,3
2,1980,7,9999997,4,1,4,2,1
2,1982,3,20000,4,1,5,1,4
2,1981,12,30000,5,1,5,3,3
2,1985,12,40000,4,3,5,3,3
2,1987,12,30000,5,3,6,3,4
2,1994,12,0,5,1,5,3,4
1,1994,11,70000,5,5,3,2,98
2,1995,12,9999997,3,2,6,3,4
2,1993,4,110000,4,1,4,1,3
2,1987,4,10000,2,1,1,6,3
1,1980,3,20000,3,1,1,1,3
1,1982,4,23000,4,1,4,3,1
1,1985,12,9999998,5,5,7,5,6
1,1992,6,40000,4,5,6,8,3
1,1984,4,60000,4,1,3,3,3
1,1981,4,70000,5,1,5,4,14
1,1999,6,0,4,3,3,6,4
1,1992,6,50000,5,1,5,3,4
1,1983,10,160000,4,3,5,5,4
2,1980,4,9999998,4,1,4,1,6
2,1988,6,70000,3,5,3,1,6
2,1991,10,50000,5,2,1,2,6
2,1980,4,10000,3,1,2,1,3
1,1984,6,80000,5,1,6,3,3
2,1986,4,0,2,1,3,5,4
2,1985,4,0,3,1,5,7,6
1,1994,6,60000,5,1,5,6,4
2,1985,4,40000,4,1,5,5,4
2,1981,4,20000,3,1,5,5,3
2,1985,4,10000,5,1,5,4,4
1,1990,6,0,3,1,3,4,4
2,1998,12,9999997,5,2,1,1,6
1,1989,8,24000,3,1,5,4,2
1,1987,6,40000,5,2,5,5,6
2,1999,5,0,3,3,4,4,6
2,1997,12,9999997,5,1,4,5,4
1,1987,6,21600,5,2,4,3,1
2,1998,12,9999997,5,5,6,6,10
1,1982,10,9999998,4,3,5,4,10
2,1987,7,30000,5,1,3,3,3
2,1982,4,0,3,1,3,3,98
2,1995,6,110000,5,1,6,5,4
2,1989,10,30000,4,3,5,4,6
1,1992,4,30000,5,1,3,2,3
2,1992,13,40000,5,3,4,2,7
2,1980,6,100000,5,1,5,3,10
2,1994,6,0,4,3,4,3,6
2,1997,12,0,4,3,5,3,8
1,1998,5,0,3,3,2,3,8
1,1980,12,350000,3,1,2,4,4
1,1984,10,30000,3,3,3,2,4
2,1996,4,9999998,4,1,5,4,98
1,1989,4,30000,5,1,3,2,3
1,1990,4,9999998,3,1,1,1,4
2,1982,4,20000,4,1,5,5,4
2,1998,11,0,5,1,4,4,3
2,1997,10,0,4,1,4,1,3
1,1987,12,30000,4,1,5,4,7
2,1986,4,0,3,1,6,5,1
2,1985,3,0,5,1,2,2,3
2,1982,3,0,4,1,3,2,1
2,1998,6,9999999,5,1,7,6,99
1,1984,4,120000,5,1,5,5,6
1,1990,10,50000,5,1,6,4,3
1,1982,6,9999998,5,3,7,5,7
1,1995,4,40000,2,1,3,3,3
1,1987,7,100000,3,2,4,4,4
1,1987,13,100000,5,3,6,5,10
2,1987,1,0,3,4,3,2,2
2,1995,12,600,5,3,4,4,12
2,1984,4,9999998,5,1,5,1,3
2,1985,5,100000,1,3,4,3,4
1,1987,6,120000,4,2,4,3,5
2,1993,6,9999999,4,1,5,4,6
2,1982,11,40000,4,1,6,5,3
1,1980,11,30000,4,1,4,3,10
2,1992,11,30000,4,1,6,5,3
2,1982,6,40000,5,1,8,5,6
2,1989,6,90000,5,3,4,4,4
1,1983,7,80000,5,2,5,4,4
2,1982,1,0,4,3,5,5,3
1,1994,12,150000,5,3,3,3,7
2,1994,12,30000,4,3,5,5,12
2,1982,4,60000,3,5,5,4,1
2,1988,10,9999997,4,1,8,5,6
2,1995,4,0,4,1,4,4,98
2,1995,6,24000,3,1,6,5,3
2,1983,4,9999997,5,1,3,3,4
1,1982,4,30000,4,1,4,3,3
1,1997,6,30000,4,1,4,3,4
2,1990,6,0,4,1,2,2,1
1,1987,6,70000,5,1,7,6,1
2,1989,7,50000,3,1,5,4,4
2,1981,7,30000,4,1,3,2,4
1,1990,4,28000,3,2,4,3,4
1,1982,4,80000,4,4,7,7,4
1,1989,6,60000,4,1,6,4,10
2,1982,4,0,5,1,5,3,1
1,1982,6,80000,4,1,6,4,3
1,1991,6,96000,5,1,5,4,1
2,1989,5,40000,4,1,5,2,4
1,1980,6,100000,4,2,7,6,4
2,1990,10,60000,5,2,5,5,3
2,1989,12,70000,4,5,6,5,6
1,1989,4,9999998,4,2,5,5,7
1,1981,4,10000,4,1,5,5,3
2,1982,4,0,4,1,3,2,3
1,1981,4,6200,3,1,4,4,1
2,1996,10,0,5,1,5,4,4
1,1982,5,50000,4,1,3,2,3
1,1992,4,50000,4,1,4,3,4
1,1980,4,9999999,4,1,4,4,4
2,1987,3,20000,2,1,3,2,4
2,1993,4,30000,4,1,6,6,3
1,1981,6,100000,5,1,6,4,1
1,1995,6,40000,4,1,5,5,4
2,1991,12,60000,3,1,3,2,3
2,1988,7,2000,4,1,6,3,3
2,1998,6,9999997,4,3,5,6,4
2,1995,12,9999997,4,1,3,3,4
2,1983,12,60000,4,1,6,4,6
1,1983,4,100000,5,1,8,6,3
2,1982,6,30000,3,1,6,4,3
1,1994,10,9999997,4,1,5,3,3
2,1980,7,0,4,1,3,2,4
1,1997,6,10000,2,5,4,5,12
2,1995,10,9999997,5,1,6,5,4
2,1990,4,9999998,4,1,5,5,98
2,1991,4,50000,5,1,6,4,1
2,1983,1,0,4,1,4,3,3
2,1987,4,30000,4,1,5,5,1
2,1987,11,9999997,3,1,5,8,4
1,1983,1,0,4,1,98,98,5
1,1998,5,12000,4,5,1,1,6
2,1985,6,9999999,4,1,3,1,6
1,1996,12,0,5,5,5,5,6
1,1999,10,10000,5,5,5,4,4
1,1986,10,72000,5,1,5,3,1
2,1995,9,30000,3,5,2,1,6
2,1988,9,60000,4,5,4,6,4
2,1991,12,40000,5,5,6,4,4
2,1982,7,50000,3,1,6,4,3
2,1996,6,0,4,5,4,4,4
1,1983,10,36000,4,5,6,8,6
1,1982,4,30000,3,1,2,1,3
1,1987,6,60000,3,5,4,2,3
2,1998,12,0,4,5,5,5,6
1,1983,4,30000,3,5,3,3,1
2,1983,6,60000,4,5,6,6,3
2,1985,11,36000,4,5,5,4,4
2,1990,4,85000,3,3,4,3,98
1,1981,11,40000,4,5,4,3,6
1,1993,12,60000,4,5,3,3,6
1,1981,11,72000,4,5,3,2,3
1,1992,9,72000,4,5,4,7,6
2,1997,12,8000,3,5,3,5,4
2,1983,12,50000,4,5,7,6,6
2,1985,11,50000,4,5,5,4,6
2,1995,7,10000,4,5,4,1,3
1,1995,12,0,5,5,6,6,9
2,1984,10,80000,5,5,5,5,4
2,1991,12,50000,5,5,5,4,6
1,1992,11,70000,5,5,5,6,12
2,1991,12,50000,5,5,2,2,5
1,1989,12,100000,5,5,5,3,4
2,1986,13,60000,5,2,6,5,7
2,1982,10,36000,4,3,8,8,6
1,1988,7,9999997,5,3,5,4,6
1,1984,12,50000,5,5,5,4,4
2,1985,11,60000,4,3,6,5,3
2,1989,4,12000,5,1,5,2,4
1,1987,12,36000,3,3,5,5,6
2,1987,12,48000,4,5,6,5,9
2,1982,13,100000,4,1,5,2,1
2,1987,13,100000,3,5,5,3,6
2,1986,12,96000,5,3,6,5,4
2,1994,12,0,5,5,2,2,7
2,1987,12,90000,4,5,7,7,12
2,1982,10,250000,4,5,5,4,3
2,1994,12,100000,3,1,1,1,3
2,1981,12,48000,5,5,5,5,4
2,1981,10,30000,3,3,4,4,4
1,1982,13,300000,5,5,7,6,6
1,1982,10,100000,4,1,4,2,3
2,1990,12,78000,5,5,4,4,10
2,1983,7,60000,4,1,4,4,6
2,1993,12,30000,4,5,2,4,12
1,1987,13,150000,5,5,4,4,12
1,1995,4,10000,5,1,5,5,1
1,1988,12,200000,4,5,5,4,3
2,1980,6,40000,5,3,6,4,3
2,1999,8,30000,4,1,4,2,3
2,1996,10,0,4,1,3,4,3
2,1993,5,20000,4,5,5,3,5
2,1988,10,20000,4,1,3,2,1
1,1990,12,80000,4,1,4,2,3
1,1980,4,150000,5,1,4,4,4
2,1995,10,12000,4,1,5,5,6
2,1992,12,0,3,1,5,5,7
2,1992,12,45000,4,1,5,5,3
2,1994,12,12500,3,2,3,4,3
2,1984,7,48000,4,3,5,3,6
2,1992,11,60000,4,1,5,5,3
2,1990,7,30000,5,2,1,3,3
1,1993,12,60000,5,5,3,3,5
2,1987,4,40000,4,4,5,4,6
2,1987,6,55000,4,1,5,5,6
1,1981,10,50000,5,2,5,5,4
2,1986,13,300000,4,3,8,5,9
1,1986,12,600000,5,5,6,2,9
2,1995,13,1000,3,1,1,3,11
1,1985,12,500000,4,5,4,1,3
2,1991,12,210000,5,5,6,6,4
2,1982,11,110000,3,1,5,1,6
1,1981,12,180000,3,1,5,2,3
1,1989,11,100000,5,3,5,2,12
1,1986,13,200000,2,5,5,5,12
2,1997,12,0,3,5,5,2,13
2,1983,11,50000,4,1,5,3,4
2,1989,12,120000,4,4,5,5,4
1,1982,4,90000,4,1,4,7,6
1,1993,12,60000,5,1,3,1,3
1,1995,10,36000,5,1,6,5,4
2,1986,12,50000,3,1,6,5,6
1,1997,12,15000,4,4,5,5,6
1,1998,6,0,4,4,5,5,6
2,1985,6,0,4,1,5,9,4
2,1998,12,9999997,5,1,4,4,12
1,1993,5,50000,4,1,5,7,4
2,1992,12,84000,5,1,7,5,12
1,1982,4,120000,4,1,4,2,6
2,1983,4,40000,4,1,4,2,4
2,1980,6,36000,4,1,5,6,3
1,1994,4,0,3,4,5,5,4
1,1989,12,60000,3,4,1,5,3
1,1984,6,70000,4,1,6,6,4
2,1994,12,24000,3,1,3,3,6
2,1985,6,9999999,3,1,5,7,3
1,1989,8,60000,5,1,5,4,4
1,1993,7,40000,4,1,2,5,98
2,1985,4,9999997,5,1,2,2,4
1,1983,10,9999998,4,1,3,3,4
1,1985,8,120000,4,1,3,2,98
2,1988,6,0,4,1,5,8,3
2,1981,6,0,4,1,5,3,3
1,1983,7,30000,3,1,3,2,6
1,1981,6,60000,4,1,5,3,98
1,1999,6,0,4,1,5,4,4
1,1987,10,24000,2,1,3,5,3
2,1997,12,9999999,3,3,6,5,6
2,1989,4,9999999,4,1,3,2,3
2,1987,10,100000,4,1,5,5,4
1,1994,10,25000,4,1,2,3,9
2,1983,9,60000,4,3,5,9,6
1,1988,6,9999999,4,1,3,4,6
1,1989,6,9999998,4,1,3,1,3
1,1980,12,9999998,4,3,6,5,6
2,1992,6,36000,4,1,5,3,4
1,1992,5,50000,3,1,5,3,4
2,1997,12,9999997,3,5,5,4,9
2,1989,12,100000,4,1,5,2,6
1,1994,12,0,4,5,6,7,6
2,1981,11,200000,3,4,6,4,3
2,1995,3,35000,3,1,6,3,1
2,1998,6,120000,5,3,5,2,4
1,1995,10,35000,4,3,5,5,10
2,1989,10,96000,4,1,6,2,4
2,1984,11,156000,3,5,6,6,6
2,1983,6,200000,3,1,4,1,4
2,1995,10,50000,4,5,6,4,13
2,1995,12,0,4,2,7,6,3
2,1982,6,0,3,1,6,1,4
1,1996,10,0,3,5,3,5,10
2,1989,6,70000,5,1,5,5,3
2,1991,9,72000,4,2,5,4,6
1,1983,4,15000,3,1,1,2,3
2,1992,12,50000,5,2,2,4,4
1,1985,12,300000,4,1,6,4,7
2,1981,4,240000,4,1,6,6,4
1,1992,13,0,4,1,3,2,3
1,1980,13,200000,4,2,6,7,6
2,1988,11,50000,3,3,6,5,6
1,1984,7,150000,4,1,4,5,3
2,1994,6,0,5,3,3,4,98
2,1995,10,9000,4,2,6,6,3
2,1989,10,120000,5,1,4,4,3
1,1980,6,120000,4,1,5,1,3
2,1990,12,70000,3,4,3,3,6
2,1986,4,40000,4,1,2,6,98
1,1991,4,30000,5,1,2,1,6
1,1985,10,9999999,4,1,3,2,4
2,1981,12,300000,4,1,6,3,7
2,1989,12,80000,3,3,5,4,9
1,1984,12,200000,3,1,3,2,6
2,1997,11,160000,4,5,5,5,4
1,1992,12,70000,4,1,1,4,3
1,1991,6,84000,3,3,6,6,6
1,1982,11,500000,4,1,5,99,3
2,1995,12,48000,5,1,3,5,6
2,1993,7,9999999,5,1,6,8,4
2,1987,3,20000,3,1,3,3,3
1,1996,4,30000,4,1,5,2,3
2,1982,3,0,3,1,2,2,1
2,1984,4,0,4,1,6,6,4
1,1988,4,24000,3,1,3,2,3
2,1986,4,50000,3,1,4,3,3
2,1981,3,0,3,1,3,2,3
1,1982,3,30000,3,1,3,3,1
2,1981,4,70000,3,1,5,3,4
1,1983,4,48000,4,1,6,9,3
1,1995,3,40000,5,1,1,1,3
1,1985,4,35000,3,1,3,4,3
1,1997,4,0,5,1,5,5,4
2,1992,6,14400,4,1,4,4,6
1,1982,3,2000,3,1,4,4,3
1,1995,4,40000,5,2,6,6,6
1,1998,6,0,4,1,3,4,4
1,1981,4,50000,4,1,4,4,4
1,1981,4,55000,3,1,5,5,3
1,1996,5,0,4,1,4,5,4
1,1985,4,18000,5,1,3,1,4
2,1984,4,0,3,1,7,8,3
1,1986,3,45000,3,1,5,2,1
2,1983,1,6000,2,1,3,3,3
2,1986,3,0,5,1,4,4,1
1,1997,6,0,4,1,5,4,4
2,1992,4,18000,4,1,3,8,3
2,1985,3,7000,4,1,2,1,1
1,1991,4,30000,4,1,4,8,3
2,1992,4,10000,3,1,5,6,3
1,1991,3,30000,3,1,4,4,4
2,1991,4,20000,3,1,7,6,4
1,1998,4,30000,3,1,5,5,3
2,1984,3,25000,3,1,5,1,3
2,1990,4,0,3,1,5,5,4
1,1983,4,100000,4,1,6,3,6
1,1998,6,42000,3,1,4,3,4
1,1983,4,50000,5,1,4,7,1
1,1984,6,60000,3,3,6,5,4
1,1985,6,30000,4,5,5,4,3
2,1981,10,36000,4,5,5,5,7
1,1981,12,100000,5,3,99,99,12
1,1997,4,36000,4,1,5,4,3
1,1994,4,40000,4,1,3,3,1
2,1993,13,0,5,5,7,5,13
1,1991,6,35000,4,1,3,1,2
1,1997,5,0,4,1,2,2,3
2,1994,12,60000,5,5,6,5,12
2,1987,13,0,4,5,7,6,12
2,1998,12,20000,5,5,6,5,12
1,1992,4,40000,4,1,3,2,1
2,1988,5,2000,4,1,5,2,2
1,1987,12,60000,4,5,5,5,6
2,1983,12,66000,5,5,6,5,10
2,1987,4,5000,4,1,4,2,1
2,1981,12,42000,4,5,6,5,7
2,1989,12,100000,4,5,6,5,10
1,1999,6,0,4,5,5,4,5
2,1993,12,60000,5,4,5,4,4
1,1994,13,0,5,5,6,5,12
1,1997,4,30000,4,1,3,3,3
2,1994,13,0,5,5,7,5,12
2,1992,13,0,4,5,5,4,12
1,1992,4,40000,4,1,3,3,1
2,1996,12,0,5,5,7,6,10
1,1980,7,30000,4,1,5,1,1
1,1981,13,300000,4,5,7,5,12
2,1993,5,40000,4,1,4,3,1
1,1994,4,24000,4,1,5,4,3
1,1998,6,3500,4,1,3,2,4
2,1998,6,1000,3,1,2,2,4
2,1983,3,20000,3,1,5,3,1
2,1982,3,2000,3,1,4,3,1
2,1991,7,20000,5,1,3,3,4
2,1986,4,7000,5,1,5,3,1
2,1986,4,6000,5,1,5,5,6
2,1982,3,0,3,1,1,1,1
2,1980,4,10000,3,1,5,2,3
2,1991,10,0,5,1,4,7,4
2,1988,4,0,4,1,3,2,4
2,1999,6,0,4,1,5,5,4
2,1997,12,0,3,1,1,1,3
1,1989,3,0,4,1,1,1,4
2,1982,3,0,3,1,1,1,3
1,1994,5,0,5,1,5,5,3
1,1982,6,24000,4,5,4,9,4
2,1989,4,0,4,3,2,1,3
1,1999,11,0,5,5,6,3,4
2,1999,6,0,4,5,3,3,3
1,1987,9,27600,4,5,3,1,3
2,1987,1,9999999,4,5,2,1,3
2,1982,4,36000,4,5,5,2,6
2,1980,4,0,4,5,1,5,3
2,1989,6,0,4,3,6,5,3
1,1993,9,0,5,5,5,4,11
2,1994,6,24000,4,1,6,5,3
2,1987,10,24000,4,1,5,3,6
2,1991,10,39000,4,1,6,1,4
1,1996,7,120000,3,1,1,1,4
1,1997,10,0,4,5,4,5,4
1,1981,12,200000,4,5,7,5,6
1,1980,6,50000,5,5,5,4,1
2,1995,12,4000,2,2,2,2,4
2,1982,3,20000,5,1,2,2,1
2,1993,4,0,3,1,6,2,4
2,1980,9,100000,4,3,3,1,4
1,1980,4,18000,4,1,3,1,1
2,1987,4,30000,3,5,5,5,6
1,1983,10,50000,4,5,5,7,12
2,1986,4,0,3,2,3,1,4
1,1986,6,100000,5,1,4,2,4
2,1986,12,30000,3,1,2,8,1
2,1987,4,0,3,1,3,2,4
1,1993,4,20000,3,1,4,1,3
1,1987,4,24000,3,1,1,1,3
2,1982,4,20000,5,1,5,2,4
